-5 11
-34 -6
4 -2
-7 -5
38 36
5 3
7 3
20 -2
-17 29
-29 1
23 11
25 31
26 4
33 9
-7 -13
16 -12
4 -2
17 -3
-9 13
-19 27
-43 15
-33 1
-21 -23
11 17
16 4
21 -7
-26 -4
-34 20
-16 10
14 14
6 -40
26 6
-23 -3
-6 -38
26 -34
17 15
21 -1
-26 -34
7 11
23 29
47 3
4 10
21 29
22 60
25 -15
13 -31
10 2
9 -9
-2 4
9 -11
10 -40
7 -33
31 -21
-4 42
14 -8
37 -25
15 33
-1 -7
-7 -5
-18 14
2 4
-18 -26
-14 16
-2 -2
7 25
28 -28
2 14
-11 -37
-13 -1
29 -9
-11 -19
13 27
5 35
-13 -17
24 12
-3 -37
42 -14
2 -4
-27 29
2 36
-7 3
-34 -30
-48 -38
-13 -37
-17 -21
-11 -19
-17 23
-29 13
-12 -26
-13 -31
-14 10
14 -40
11 47
10 -10
-12 -30
24 -4
24 20
-59 -1
-11 -9
49 -1
0 -18
31 -21
-4 30
-25 25
26 12
-30 -28
-19 17
-2 8
11 -9
-32 -38
31 -9
-30 -22
-23 21
-21 -9
-28 26
-5 -5
15 -1
6 -4
-38 -8
2 -56
-8 -6
5 13
16 14
9 -13
13 51
29 41
29 -15
-28 -12
-24 -8
15 31
25 -3
28 -8
5 -9
19 5
-4 18
-3 -13
-15 31
7 -13
3 -35
21 7
11 17
23 -19
23 -3
-38 -20
39 15
1 13
-4 0
28 -32
-32 0
54 40
-23 33
-12 14
-8 10
73 -29
-1 -21
9 -5
-26 16
-17 -7
-22 -32
-2 -20
14 -20
-9 25
23 -21
9 -29
7 15
-29 15
-2 -2
-19 39
13 3
-7 -35
7 -1
-3 5
5 37
16 6
25 9
30 52
-6 16
-24 42
-1 -15
-3 -27
-9 -13
-43 15
11 15
-4 4
-8 -4
58 18
-28 0
4 -32
-19 31
-3 -27
-4 16
36 -10
-34 4
-41 -1
1 33
-18 20
7 -9
-11 -21
-37 -37
16 32
1 11
48 -10
-38 4
-14 -12
5 -23
-6 22
-24 -56
-12 -14
2 -32
-26 6
6 18
5 -11
-7 -7
-1 -1
-55 31
-28 -2
6 40
-9 11
18 2
9 -21
-5 -1
5 9
-12 -58
-4 -26
-7 -17
23 -31
-38 -6
17 23
-3 9
13 -13
-11 -15
-26 -44
3 5
51 -11
-8 14
16 -2
14 -4
-9 -1
-9 5
-12 -10
11 69
29 -27
1 19
71 -19
5 53
38 14
-15 19
10 -12
-26 10
-17 -35
-10 -18
8 6
2 -36
18 14
-12 2
-14 -24
-5 13
-9 35
-17 -3
14 4
-18 8
10 16
-3 -1
-55 -27
-6 -40
-19 -1
34 -24
17 -57
33 1
36 -36
-25 21
13 -47
20 6
-34 14
12 2
-31 -29
-24 30
-1 -15
-25 19
-35 -21
-3 -13
22 18
9 -25
29 -19
13 17
-12 16
10 22
13 -1
40 -12
-7 -23
13 3
-12 10
-19 -35
2 -28
-9 3
-1 5
-35 -5
6 0
-36 18
-30 34
30 -16
-1 -5
-4 -16
-3 11
30 -6
-42 0
11 31
38 -18
-10 -8
12 -12
6 -2
16 -2
-1 -9
-15 5
11 23
7 -23
26 4
-7 -23
29 -31
-3 -1
2 24
2 8
23 1
29 7
-27 13
12 0
-43 17
32 -12
-10 20
12 -18
9 -7
21 5
-5 3
42 14
-14 70
21 -19
-4 -18
-9 11
0 -8
-12 32
15 51
-20 4
-35 -25
-35 -19
-1 -63
6 10
13 -7
-32 10
-2 -70
-2 18
-39 25
16 0
27 31
5 19
-12 30
18 -2
-30 -8
-11 19
-11 7
-3 -13
-21 33
-33 43
25 3
21 5
10 -34
-7 7
21 13
5 -17
-10 34
52 -4
9 15
-14 -2
-13 -31
-19 33
-4 34
-18 0
-8 -4
27 35
35 17
7 -13
-23 -15
15 -33
-32 -10
3 -19
4 24
-3 -15
-45 -19
-1 19
23 -23
7 11
-22 16
-7 -1
12 -6
-23 21
-1 9
-3 -35
-1 -27
9 -5
-49 -1
2 -36
-13 23
-23 13
-27 45
6 -2
20 42
15 19
20 0
0 -6
-12 -6
30 -14
-25 17
-10 28
-4 4
-11 -13
-10 -28
-2 16
27 -19
-47 3
-3 -17
41 3
15 1
-11 13
-24 -2
12 22
-16 10
-14 28
-24 -16
-21 19
3 -15
-26 2
-11 -25
-3 -33
-3 -11
21 5
-59 -45
-3 5
24 -6
41 -13
-26 -2
32 -18
32 -14
34 16
-1 35
-54 8
17 35
-21 17
0 -8
50 10
-1 9
-9 -15
8 0
-2 -36
-12 -2
-3 -37
25 -11
20 16
21 23
-16 16
9 7
19 -25
-19 5
-16 0
-3 3
48 12
-15 23
-15 -5
-12 -16
33 -11
35 -7
24 -6
-16 -28
10 -4
29 -7
0 6
-7 -5
13 29
1 -31
30 26
-8 32
-28 16
32 -30
6 2
19 53
41 -9
30 -22
-14 32
-10 -6
0 4
-10 -4
-11 -39
-2 -22
-19 13
-9 -5
29 3
28 2
-17 -23
-11 -31
-3 41
16 28
-52 -12
7 -17
-5 -31
-25 -3
-15 27
-11 -13
-7 11
-23 -9
-44 -4
41 -39
-26 24
-18 -30
9 -41
22 -10
27 7
26 -10
-7 25
24 -36
-9 -9
8 8
11 9
9 21
-47 -9
41 47
14 26
34 18
-10 4
-26 -2
21 -9
-8 -18
33 -23
-23 -23
-11 -45
-51 -7
6 14
36 -48
-1 -31
-17 3
7 7
9 -3
-21 11
-4 8
-1 -45
-31 5
2 12
-44 -38
4 -4
-14 2
-5 7
45 -21
31 23
33 -19
-7 31
-14 -34
19 7
17 19
16 -22
22 -10
20 10
-13 -17
23 -3
-41 -15
-17 21
6 10
-9 -23
-31 7
-8 10
-17 -31
14 -12
-21 -19
-26 6
31 -25
20 28
-14 16
29 -11
-7 -1
-19 -33
-1 9
-12 -4
-47 3
-18 -2
1 -7
11 15
21 -7
29 -1
-50 22
34 -28
-12 -6
22 18
-1 25
5 -7
-18 -28
64 2
-11 21
2 -2
-8 0
4 -18
30 10
22 -26
-9 -51
32 -4
10 36
6 -66
-19 -31
19 5
5 -1
3 -5
25 7
6 22
2 22
-10 16
39 -17
-37 17
1 25
22 -6
-2 18
-19 -17
7 21
21 21
16 16
-24 28
4 32
-14 2
-16 -10
14 0
-15 19
25 21
-13 -3
-28 -36
-6 16
19 13
-1 27
-16 -20
35 15
-29 -11
8 0
27 -15
-4 -12
-33 7
31 -41
3 -23
29 41
0 4
12 12
26 2
-19 -11
38 30
31 -11
-1 27
0 38
-29 9
32 34
-9 -15
-7 35
23 15
11 11
1 31
27 23
16 24
7 -7
26 -44
8 38
-5 5
9 3
5 21
3 -1
-3 -9
-20 8
-18 20
14 14
7 -7
25 -21
4 44
15 45
-44 -12
-1 -17
-19 -9
-31 37
-13 7
-1 11
-46 -10
14 2
-12 16
12 22
34 -10
7 31
4 46
12 12
-2 -34
-25 -3
12 48
-2 24
-6 -8
-26 48
-23 5
1 -1
24 40
10 6
-19 29
23 -9
-1 -5
-33 45
-21 -7
-27 -13
7 -9
7 3
4 -14
46 22
-6 -16
-21 -5
35 1
-7 -7
-4 46
16 8
-46 2
51 15
8 14
-10 -38
22 -26
-29 -39
22 -20
0 -2
10 -18
-10 6
14 -22
-10 -42
0 -16
-8 20
4 -64
-27 -7
-23 -11
4 -8
-27 33
-3 13
-14 -8
-14 12
-24 -12
7 3
16 2
22 -22
6 10
3 -15
21 -1
4 -2
-15 13
3 -27
7 -7
8 18
4 54
18 -4
-12 32
21 -21
9 -9
28 16
13 15
-7 -37
-34 0
5 -7
-9 -23
24 -6
0 26
31 27
-1 -11
-17 -1
-33 21
-1 -19
-5 35
-14 20
11 1
-5 21
-20 -2
-7 1
-8 -34
11 -3
12 -4
18 22
-12 -4
20 -28
-20 38
-32 28
51 19
9 -5
23 -23
34 -2
-7 11
4 34
-38 -30
-36 36
13 7
-19 1
-41 11
-25 -43
4 2
-3 -9
0 -22
15 29
30 -6
-13 -3
-5 -7
10 -16
2 -28
-33 27
-15 -27
-6 -10
36 -14
-16 -4
4 8
-37 17
-19 -7
-14 -16
-24 0
42 34
44 -46
-19 -5
1 21
17 21
-13 5
-26 -56
-8 -20
-52 24
-15 35
13 15
-43 -13
-30 22
11 1
-5 5
3 -17
-20 -30
-12 -10
41 1
-13 -25
-39 13
8 -6
21 -19
47 -29
-10 -50
0 14
12 -20
20 0
28 -10
5 -35
16 -4
-13 -53
7 29
-18 2
-3 55
-32 -10
-1 21
-52 -14
43 19
15 -23
22 4
12 8
-4 -6
-27 -31
10 24
31 15
-3 29
28 -8
7 -13
21 -11
28 -6
-17 -15
6 -24
-23 -41
21 11
-5 11
-7 -3
-20 -16
-12 24
-21 -25
-40 8
14 -30
14 20
-11 -1
-29 1
10 -16
29 -17
4 10
5 5
-37 5
19 -21
-34 -16
-17 -13
7 -23
-7 11
-37 27
20 -12
8 16
-33 -7
3 11
-10 26
26 28
9 19
-24 -12
-20 12
-32 -20
8 -40
-25 15
5 -19
0 -24
-31 -25
-18 16
-47 -39
-34 28
33 25
-16 0
-43 23
1 -7
44 -16
-1 33
-4 -24
6 18
-29 -29
35 -1
0 -16
43 -17
21 1
-20 16
-14 -8
-37 -1
1 -37
-22 -8
-16 8
25 -33
6 -28
2 18
-16 0
48 -10
-2 -4
2 -4
-33 -13
-46 14
-4 2
0 -14
-3 3
17 -11
-35 9
27 25
-3 -25
-35 -9
24 -4
16 18
-57 3
41 1
15 5
39 -23
-21 -3
-13 -21
-6 -14
-41 -27
24 -16
-12 -6
-33 -51
-17 -27
2 -18
-15 7
20 30
-64 -46
-13 -3
-5 5
-9 -27
4 -14
12 -8
-22 26
-57 21
20 22
-23 3
11 -3
8 14
-16 2
2 16
17 35
-20 -4
-60 4
7 -27
-11 -31
-2 -12
-27 -29
-24 -46
-19 -3
-21 -7
-6 -6
31 17
-8 -8
-23 29
7 13
-18 22
3 -23
-9 39
-4 16
-13 13
-8 -2
0 -8
13 -13
-55 9
9 -21
9 -35
-21 -3
-6 20
-5 1
13 1
-3 -39
8 -26
-6 -20
4 -34
1 17
13 -7
-2 16
1 -9
-1 -3
-18 10
5 -5
7 -1
-10 14
1 -25
-16 10
22 26
26 -2
36 14
-13 -15
47 -9
6 -22
8 50
8 -34
19 15
16 -20
31 21
4 -6
28 -2
-5 -19
-16 36
5 -5
-9 -25
-4 30
-10 22
-12 -18
30 -2
8 42
44 -36
20 0
-14 -18
-6 26
27 7
12 -8
2 4
24 12
-31 25
-1 -9
20 24
-22 6
28 -20
14 0
16 -16
1 -29
35 -15
-51 15
39 7
18 -10
-3 -17
-4 10
11 -39
1 -7
26 0
29 21
0 -10
11 9
-23 -31
-38 26
30 -22
-9 -15
-2 -8
58 -18
-16 34
3 29
-21 -25
10 22
3 17
8 0
-20 -20
6 -30
6 -36
7 9
-23 -17
-22 10
-6 48
-20 0
11 9
20 26
39 21
24 14
-7 -9
-3 3
-20 12
8 -10
-30 34
-23 -35
-11 -9
-21 -1
7 -51
-25 5
-1 19
-14 -6
-8 6
-17 53
-2 2
-27 1
25 11
-21 -7
26 6
4 -6
38 30
-22 -20
-12 10
-11 -3
-9 15
21 19
22 6
-15 23
40 -2
-18 2
-39 25
6 -20
-19 -57
3 1
-24 -32
4 -26
-17 31
10 -12
6 20
7 41
4 34
10 18
-24 -8
3 -3
5 13
-26 -10
-4 36
21 -21
-42 -8
-27 -3
39 35
-30 2
7 -15
-19 19
17 -1
-2 26
-20 -2
36 46
-16 -14
-10 18
-17 37
-17 -3
12 10
-5 15
32 2
37 19
-7 13
0 -6
31 31
-8 -20
7 11
-23 -35
3 33
67 -1
1 5
7 -5
8 0
15 29
-6 -20
56 -4
-12 4
-13 7
-24 -4
15 -23
0 -42
12 26
8 32
3 -29
2 -42
-8 -20
27 7
30 16
-12 44
-37 -31
39 -27
-9 -5
-17 43
5 3
10 14
6 -32
-29 25
-1 -1
-24 26
17 -3
2 -28
-21 -3
-5 -11
8 -20
-31 -15
0 -40
-8 20
15 37
-26 -54
-30 -14
-16 34
23 -1
16 -10
-7 -1
1 -7
31 -19
50 -14
-35 3
3 19
-1 23
9 21
-9 -29
-40 24
22 4
-8 6
15 -17
-20 -10
-32 16
30 22
3 -3
7 41
-11 -19
9 39
-22 -20
-14 -8
37 19
-37 27
-16 -10
14 20
16 -34
28 -22
-10 68
13 -3
-44 16
-19 -51
31 1
-3 -45
1 11
40 16
55 -7
-36 -40
-3 -17
-2 12
5 -29
9 -17
6 58
-19 -11
-6 6
4 6
6 14
8 14
20 -22
-15 31
27 7
14 16
10 -8
-10 26
16 -10
4 -8
-8 -56
16 18
35 3
-35 -5
21 -5
-7 11
-10 -16
-41 13
-4 16
-4 22
3 -3
-27 11
5 -9
-38 8
12 -10
-11 -5
18 36
-13 -31
-4 18
-32 -6
3 -9
-12 -8
19 1
21 27
9 -15
12 10
16 52
-9 -29
-31 33
-20 10
-45 39
-3 -1
-11 -55
3 -15
16 -14
5 33
-30 40
9 -7
-7 -35
29 15
-9 13
-12 -2
-2 -16
9 -9
-15 39
18 -32
-13 3
-8 -10
4 -18
17 -41
7 -7
-5 11
4 2
27 -13
-14 -36
-12 -8
1 -11
-10 -6
15 37
15 -25
-21 23
-24 -14
-32 32
9 7
29 -11
-22 -2
6 14
23 -9
-15 -1
-16 38
1 13
15 -13
31 -9
-28 -4
5 -13
8 -12
-19 -15
15 -11
12 -8
-20 -12
3 3
-1 1
10 -14
3 9
-40 -14
18 -38
-7 -33
8 2
43 13
7 -9
1 5
-38 12
33 -23
12 4
-47 -15
12 -2
32 10
-10 6
-4 2
-13 -19
-22 -24
-17 -15
58 8
-10 12
-10 -4
19 -15
0 24
7 -45
-9 23
20 -30
-4 24
-24 -12
-29 3
1 -7
-24 6
16 -20
-29 7
10 10
37 -15
8 -26
22 54
-33 -1
-23 1
22 -8
16 -22
-29 23
-13 43
13 -9
-26 18
-5 -25
10 -28
-11 -7
5 -3
15 45
-50 -40
9 -17
3 -21
0 36
-27 -15
1 3
30 0
-5 -15
32 14
-16 10
-31 -5
-40 -4
-6 0
-18 -4
3 -35
11 23
-17 23
-57 23
8 10
35 -3
3 -29
-7 -29
-26 -6
-4 24
-22 22
14 56
17 9
4 32
5 -19
6 0
22 0
-7 7
-4 -6
-14 -20
-25 -15
5 -29
-35 -51
-22 -10
7 3
-39 57
2 -6
-18 8
-5 1
5 7
-5 -9
2 4
18 6
24 12
-31 39
0 12
20 -14
11 -15
5 -1
20 2
-27 -19
-3 5
-9 -9
4 -28
30 34
2 -6
30 26
-1 -13
46 -24
-11 -15
-1 -19
14 34
5 19
-17 37
35 17
0 -28
36 10
-29 -41
16 -10
46 -12
-8 -22
-1 9
-10 18
-4 -6
7 7
12 -6
-23 -13
-41 37
-11 -25
-24 40
18 -2
-8 30
5 17
-7 -15
0 -70
-8 0
25 21
-8 -16
-13 -5
-28 32
-9 47
-20 38
2 24
-13 -1
10 22
44 10
27 -9
-4 24
-9 5
26 -10
-1 5
-3 -17
29 -31
2 2
-20 34
-20 -14
39 5
13 53
-27 -7
-9 -7
10 16
-1 5
-40 -8
-8 -14
-32 -2
-7 -1
28 26
34 6
-15 17
17 21
-15 -17
22 0
3 33
6 -8
43 -33
1 -25
-19 29
25 -29
11 1
9 11
-5 -11
-14 -16
-9 33
4 -14
8 4
-7 5
26 0
-38 -14
12 6
-3 -25
0 -18
-12 -10
-28 -18
9 -3
6 26
-11 -25
-33 3
10 8
22 -2
27 9
10 12
-33 -45
-14 20
-13 -21
27 7
29 -11
-11 -19
30 -6
-20 -52
-11 -7
-6 28
-16 8
-10 -14
-13 -39
-6 4
-20 38
18 -30
12 -20
30 16
22 14
68 -4
7 -29
-36 -30
21 35
-47 -23
17 25
27 3
29 21
-8 -16
-12 18
6 -30
17 -9
5 23
-4 -8
21 9
-1 9
-29 -23
-6 4
-53 19
0 -10
-20 14
-13 27
-3 -19
9 -17
18 4
0 10
4 -10
38 -26
-45 27
23 29
-16 24
33 25
-50 -8
-3 7
19 -13
-15 -23
14 42
-1 -33
-24 16
-14 2
-18 -30
-16 -24
28 8
6 32
-9 35
10 10
37 27
34 -10
-12 0
15 -25
-5 -1
-8 -12
12 10
-51 -19
9 -23
15 -53
44 -16
12 40
-20 -10
22 -20
12 -14
-31 -23
1 -31
-42 14
-35 3
9 23
6 -22
23 25
-1 19
6 -8
29 3
-16 -2
33 11
-18 -28
3 27
-14 8
16 12
18 4
14 -6
-2 -10
3 -5
12 -22
26 -60
6 16
14 -24
-30 -6
43 13
-4 -30
6 -12
-27 -1
-4 6
-52 2
-17 -27
9 -1
-40 -30
-22 8
13 7
11 -19
-27 23
39 15
-15 -15
-9 5
1 65
27 -13
-5 21
-18 -40
-8 -58
10 -20
31 -5
-2 -4
-10 -24
2 42
-5 19
11 19
-48 30
-7 3
13 -47
-35 -13
-18 30
-21 -3
15 17
22 4
6 12
41 -7
43 5
11 19
-9 -19
35 19
28 -22
1 7
0 -24
-32 -32
13 -39
22 4
-4 30
15 13
-26 16
21 -7
-19 25
3 -23
-44 -24
2 -28
2 -18
-11 1
3 23
53 -23
-39 3
-17 -3
19 27
4 -6
1 -5
8 -8
1 -3
-18 -46
12 0
-32 24
-26 0
28 0
8 -8
-25 -21
8 20
-40 -22
